0,291,1,3
0,303,1,3
0,6792,1,3
0,7457,1,3
0,8555,1,3
0,11461,1,3
0,12125,1,3
2,487,1,6
2,3587,1,3
2,10413,1,3
2,11492,1,4
2,13615,1,4
6,355,1,3
8,6201,1,3
8,7964,1,3
8,8366,1,3
8,9307,1,3
8,9415,1,3
8,10567,1,3
8,12395,1,3
8,14410,1,3
8,15460,1,3
12,947,1,3
12,2828,1,4
12,3475,1,3
12,4338,1,3
12,5228,1,3
12,6915,1,4
12,12223,1,5
12,12288,1,6
12,13304,1,3
12,14314,1,4
12,14672,1,3
12,14976,1,3
12,16131,1,3
16,1078,1,3
16,1633,2,5
16,1893,1,3
16,2554,1,3
16,2639,2,3
16,3036,1,3
16,4051,2,3
16,4098,1,3
16,4812,1,3
16,5233,1,4
16,5472,1,3
16,5600,1,3
16,5749,1,3
16,6071,1,3
16,7836,1,4
16,8432,1,3
16,8437,1,3
16,8771,1,4
16,8791,1,3
16,9299,1,3
16,10116,1,3
16,10379,1,3
16,10913,1,3
16,12010,1,3
16,12301,1,3
16,12334,1,3
16,12478,1,3
16,12608,2,3
16,12950,1,4
16,13094,1,3
16,14099,2,4
16,14104,1,4
16,15296,1,3
16,15300,1,4
16,15545,1,3
16,15670,2,3
16,15673,2,3
16,15756,1,3
16,15778,1,3
20,7011,1,3
20,7275,1,3
20,11621,1,3
20,13615,1,3
20,15833,1,3
21,231,1,3
21,1325,1,4
21,8366,1,3
21,13615,1,3
26,303,1,3
26,1262,1,3
26,4099,1,3
26,8817,1,3
26,8918,1,3
26,15807,1,3
29,4920,1,3
31,7446,1,4
31,14874,1,3
41,2526,1,3
41,2530,1,3
41,8918,1,3
41,16145,1,3
53,260,1,3
53,262,1,3
53,303,1,3
53,1249,1,3
53,1628,1,4
53,2311,1,3
53,2926,1,3
53,3291,1,3
53,3441,1,3
53,3444,1,3
53,3541,1,3
53,4140,1,3
53,4269,1,3
53,4357,1,3
53,4600,1,3
53,4672,1,3
53,4728,1,3
53,4891,1,4
53,5006,1,3
53,5193,1,4
53,5539,1,4
53,5989,1,4
53,6156,1,4
53,8017,1,3
53,8054,1,3
53,8065,1,3
53,8535,1,3
53,8818,1,4
53,9044,1,3
53,9544,1,3
53,10012,1,3
53,10204,1,3
53,11140,1,3
53,12618,1,3
53,12653,1,3
53,12675,1,6
53,13297,1,3
53,13615,1,7
53,13730,1,4
53,14882,1,4
53,14984,1,3
53,15333,1,4
53,15354,1,4
53,15608,1,4
53,15775,1,4
53,15789,1,3
53,16008,1,3
53,16116,1,3
53,16130,1,3
54,1078,1,3
54,1280,1,3
54,1633,1,3
54,2488,1,4
54,3619,1,3
54,3792,1,3
54,4635,1,3
54,4812,1,3
54,5153,1,4
54,5703,1,3
54,6746,1,3
54,6919,1,3
54,8437,1,3
54,8734,1,3
54,9609,1,3
54,12334,1,4
54,12896,1,3
54,12950,1,3
54,14090,1,3
54,14428,1,3
54,14519,1,3
54,15670,1,3
54,15673,1,3
54,15788,1,3
59,5936,1,3
59,6984,1,3
59,7289,1,3
59,7994,1,3
59,11157,1,3
70,305,1,3
70,912,1,3
70,1292,2,3
70,1633,1,4
70,2554,2,3
70,3619,2,3
70,4614,1,3
70,4635,1,3
70,4844,1,4
70,4933,1,4
70,7130,1,3
70,7836,1,3
70,8439,1,3
70,9115,1,4
70,9623,1,4
70,9779,1,3
70,10001,1,3
70,10164,1,3
70,12399,1,3
70,12955,1,3
70,13644,1,3
70,14104,1,4
70,14428,1,4
70,15356,2,3
84,873,1,4
84,1155,1,5
84,1399,1,3
84,2117,1,3
84,3224,1,4
84,4205,1,3
84,4948,1,3
84,7964,1,3
84,8514,1,4
84,8637,1,3
84,9047,1,3
84,9415,1,3
84,10450,1,5
84,11206,1,3
84,11336,1,3
84,11680,1,3
84,11786,1,3
84,13615,1,4
84,14084,1,3
84,14900,1,4
84,15460,1,3
85,258,1,3
85,355,1,4
85,1264,1,3
85,1284,1,3
85,2542,1,3
85,3231,1,3
85,6762,1,3
85,9189,1,3
85,9469,1,3
85,10606,1,4
85,12986,1,3
85,14697,1,3
91,1155,1,4
91,3392,1,3
91,7609,1,3
91,10450,1,3
91,13615,1,4
91,15460,1,3
93,594,1,3
93,873,1,3
93,1054,1,5
93,1366,1,3
93,1503,1,3
93,2117,1,4
93,3480,1,4
93,4217,1,3
93,4392,1,3
93,4476,1,3
93,4777,2,5
93,4946,1,3
93,5301,1,4
93,7099,1,3
93,7516,1,3
93,7691,1,3
93,7795,1,3
93,7864,1,3
93,8323,1,3
93,9134,1,5
93,9376,1,3
93,9648,1,3
93,11404,1,3
93,11900,1,3
93,12532,1,4
93,12872,2,3
93,13721,2,3
93,13732,1,3
93,14532,1,3
96,199,1,3
96,303,1,4
96,383,1,3
96,484,1,3
96,821,1,3
96,1128,1,3
96,1869,1,3
96,3470,1,4
96,3770,1,3
96,3902,1,4
96,4037,1,3
96,4891,1,3
96,5174,1,3
96,5193,1,3
96,5519,1,4
96,6106,1,3
96,6286,1,3
96,6484,1,3
96,6625,1,3
96,6946,1,3
96,7026,1,3
96,7335,1,3
96,7688,1,3
96,8918,1,3
96,9275,1,3
96,9290,1,3
96,9826,1,3
96,10260,1,3
96,10342,1,3
96,12032,1,3
96,12425,1,3
96,12839,1,3
96,13300,1,3
96,14090,1,5
96,15051,1,3
96,15414,1,4
96,15459,1,3
96,16206,1,3
100,138,1,9
100,1173,1,7
100,1868,1,3
100,2052,1,16
100,2253,1,9
100,2281,1,3
100,2598,1,6
100,2973,1,3
100,3024,1,3
100,3314,1,3
100,3558,1,9
100,3861,1,3
100,3893,1,3
100,4358,1,4
100,4376,1,3
100,4777,1,11
100,6130,1,6
100,6578,1,3
100,7178,1,9
100,8345,1,5
100,8467,1,4
100,8539,1,5
100,8968,1,3
100,9012,1,3
100,9108,1,3
100,9722,1,3
100,10178,1,3
100,10792,1,3
100,10916,1,7
100,11309,1,5
100,11900,1,10
100,12491,1,7
100,12733,1,9
100,13696,1,3
100,13784,1,3
100,13887,1,5
100,14239,1,5
100,14636,1,3
100,14637,1,4
100,14788,1,4
100,14823,1,5
100,15043,1,4
100,15502,1,9
100,15604,1,11
100,15689,1,7
100,15788,1,7
100,16026,1,4
100,16099,1,4
101,1562,1,3
101,2653,1,3
101,3488,1,3
101,5377,1,3
101,6798,1,3
101,7011,1,4
101,7565,1,4
101,7573,1,3
101,9307,1,3
101,11187,1,3
101,12950,1,3
101,13033,1,4
101,13615,1,4
101,13723,1,3
101,14102,1,3
101,14464,1,3
101,14632,1,3
101,15344,1,3
101,15833,1,3
105,5633,1,3
105,6556,1,3
105,6570,1,3
105,7864,1,3
105,8868,1,3
105,9134,1,3
105,12334,1,4
105,14797,1,3
105,15317,1,3
107,3629,1,3
107,9332,1,3
107,11388,1,3
107,12898,1,3
107,13615,1,3
107,15378,1,4
107,15646,1,3
108,196,1,3
108,303,1,4
108,353,1,3
108,393,1,3
108,484,1,3
108,1128,1,3
108,1167,1,4
108,1185,1,3
108,1237,1,3
108,1869,1,3
108,1929,1,3
108,2508,1,3
108,2840,1,3
108,2844,1,3
108,3137,1,4
108,3149,1,3
108,3470,1,3
108,3737,1,3
108,3770,1,4
108,3908,1,3
108,3976,1,3
108,4306,1,3
108,4812,1,3
108,5182,1,3
108,5185,1,3
108,5193,1,3
108,5406,1,3
108,5465,1,3
108,6286,1,3
108,6507,1,3
108,6625,1,3
108,6946,1,4
108,7457,1,3
108,7819,1,3
108,8205,1,3
108,8250,1,3
108,8443,1,3
108,8748,1,3
108,9218,1,3
108,9268,1,3
108,9275,1,3
108,9290,1,3
108,9526,1,3
108,9723,1,3
108,10260,1,3
108,10958,1,3
108,10975,1,3
108,11912,1,3
108,12028,1,3
108,12091,1,3
108,12108,1,3
108,12425,1,3
108,12713,1,3
108,12839,1,4
108,13159,1,3
108,13443,1,3
108,15162,1,3
108,15927,1,3
108,16230,1,3
117,138,1,5
117,260,1,5
117,262,1,5
117,303,1,3
117,1628,1,4
117,3444,1,3
117,3909,1,3
117,4269,1,3
117,4275,1,3
117,4306,1,3
117,4955,1,3
117,5193,1,6
117,5256,1,3
117,5322,1,3
117,6156,1,3
117,6507,1,3
117,6520,1,3
117,6664,1,3
117,6916,1,3
117,7720,1,3
117,8065,1,3
117,8422,1,3
117,9544,1,4
117,10399,1,3
117,10459,1,3
117,10602,1,3
117,10657,1,3
117,11030,1,3
117,11286,1,3
117,11447,1,4
117,12032,1,3
117,12618,1,4
117,12675,1,7
117,13615,1,8
117,13978,1,3
117,14370,1,3
117,14882,1,5
117,15333,1,3
117,15354,1,4
117,15775,1,3
117,15789,1,4
117,16008,1,4
118,3790,1,3
118,5304,1,3
118,7994,1,3
118,8396,1,3
118,13217,1,3
118,15872,1,3
121,262,1,3
121,846,1,3
121,5322,1,3
121,5539,1,3
121,6156,1,3
121,11245,1,3
121,11447,1,4
121,12618,1,3
121,12675,1,3
121,13730,1,4
121,14984,1,3
123,355,1,3
123,522,1,3
123,947,1,3
123,1442,1,3
123,1660,1,3
123,1723,1,3
123,2526,1,3
123,3066,1,3
123,3902,1,4
123,3976,1,3
123,4891,1,3
123,4930,2,3
123,5046,1,3
123,6286,1,3
123,6887,2,3
123,6915,1,3
123,7276,2,3
123,7457,1,3
123,7588,1,3
123,10809,2,3
123,11184,2,3
123,11221,1,3
123,12032,1,3
123,12108,2,3
123,15414,1,3
125,262,1,3
125,2274,1,3
125,10315,1,3
125,11035,1,4
128,13690,1,3
129,3619,1,3
129,4008,1,3
129,4560,1,3
129,9142,1,3
129,9715,1,3
129,11900,1,3
129,12407,1,3
129,14428,1,3
129,14617,1,3
129,15670,1,3
131,751,1,3
131,1325,1,5
131,1352,1,3
131,1945,1,3
131,2653,1,3
131,3551,1,3
131,4471,1,3
131,4637,1,3
131,4750,1,3
131,5470,1,3
131,5541,1,5
131,6934,1,3
131,7011,1,4
131,7300,1,3
131,8330,1,3
131,8820,1,4
131,9203,1,3
131,9452,1,3
131,9532,1,3
131,10752,1,5
131,11187,1,4
131,11508,1,3
131,11849,1,3
131,11925,1,3
131,12223,1,3
131,12325,1,3
131,12950,1,5
131,13615,1,3
131,14405,1,3
131,14897,1,3
131,14900,1,3
131,15272,1,4
131,15743,1,3
131,15954,1,3
134,402,1,3
134,773,1,3
134,783,1,3
134,1292,2,3
134,1407,1,3
134,1539,2,3
134,1633,2,4
134,1922,1,3
134,2554,1,3
134,2639,2,3
134,2929,2,3
134,3036,1,3
134,3619,3,4
134,3792,2,3
134,4476,1,3
134,4635,1,3
134,4812,1,3
134,5121,1,4
134,5153,1,3
134,5243,2,3
134,5347,1,3
134,5696,1,3
134,5990,1,3
134,7710,1,3
134,7759,2,3
134,8227,2,3
134,8323,2,3
134,8329,1,3
134,8437,1,3
134,8734,1,3
134,8739,1,3
134,8771,1,3
134,9115,1,3
134,9134,1,3
134,9431,1,3
134,9715,1,3
134,9911,1,3
134,10116,1,3
134,10164,1,3
134,11124,3,3
134,11490,1,4
134,11900,1,3
134,12334,2,3
134,12407,1,3
134,12478,1,3
134,12896,2,4
134,13117,1,3
134,14097,1,3
134,14104,1,3
134,14270,1,3
134,14291,2,3
134,14428,1,4
134,15317,1,3
134,15670,2,4
137,5233,1,3
138,260,1,6
138,262,1,7
138,303,1,6
138,1173,1,3
138,1628,1,7
138,1868,1,3
138,2052,1,8
138,2253,1,7
138,2598,1,4
138,3024,1,3
138,3275,1,3
138,3291,1,7
138,3444,1,3
138,3507,1,3
138,3558,1,3
138,3737,1,3
138,4037,1,3
138,4140,1,3
138,4269,1,6
138,4306,1,3
138,4358,1,4
138,4432,1,4
138,4508,1,4
138,4600,1,3
138,4777,1,4
138,4891,1,3
138,4955,1,4
138,5006,1,4
138,5011,1,3
138,5193,1,6
138,5256,1,3
138,5322,1,3
138,5406,1,3
138,5422,1,3
138,5595,1,3
138,5605,1,3
138,5780,1,3
138,5803,1,4
138,5925,1,4
138,6109,1,3
138,6156,1,4
138,6374,1,4
138,6507,1,3
138,6520,1,3
138,6664,1,3
138,6709,1,5
138,6942,1,5
138,7026,1,3
138,7351,1,3
138,7541,1,3
138,7720,1,3
138,8065,1,6
138,8345,1,5
138,8467,1,3
138,8535,1,5
138,8539,1,3
138,8868,1,4
138,9044,1,3
138,9045,1,4
138,9380,1,3
138,9389,1,3
138,9707,1,4
138,9737,1,4
138,10178,1,3
138,10311,1,3
138,10459,1,3
138,10602,1,5
138,10916,1,5
138,11030,1,3
138,11037,1,3
138,11245,1,3
138,11286,1,3
138,11447,1,10
138,11628,1,3
138,11900,1,7
138,12032,1,4
138,12354,1,4
138,12491,1,4
138,12618,1,6
138,12675,1,8
138,12728,1,3
138,12733,1,5
138,13432,1,4
138,13615,1,8
138,13730,1,4
138,14106,1,4
138,14239,1,5
138,14264,1,5
138,14788,1,3
138,14823,1,4
138,14864,1,3
138,14882,1,4
138,14984,1,3
138,15140,1,3
138,15333,1,4
138,15354,1,5
138,15359,1,3
138,15414,1,3
138,15502,1,5
138,15604,1,6
138,15642,1,5
138,15662,1,4
138,15689,1,3
138,15788,1,3
138,15789,1,4
138,16008,1,3
138,16026,1,3
144,210,1,3
144,262,1,4
144,364,1,3
144,699,1,4
144,1780,1,3
144,2526,1,3
144,3600,1,3
144,3845,1,3
144,4223,1,3
144,4720,1,4
144,5698,1,3
144,8612,1,3
144,8662,1,3
144,9151,1,3
144,9612,1,4
144,9623,1,5
144,13280,1,5
144,14354,1,3
144,15649,1,3
144,15765,1,4
144,15883,1,3
153,696,1,3
153,7565,1,3
153,8918,1,3
153,12925,1,3
153,15159,1,3
158,262,1,3
158,2586,1,3
158,2942,1,3
158,3057,1,3
158,4720,1,3
158,8694,1,3
158,15839,1,3
161,7420,1,3
161,14926,1,3
161,15460,1,3
162,5870,1,3
162,14464,1,3
163,2173,1,3
163,9621,1,4
163,15717,1,3
169,1847,1,3
169,1957,1,3
169,2602,1,4
169,3143,1,3
169,3487,1,3
169,5237,1,3
169,5297,1,3
169,5643,1,3
169,5732,1,3
169,6775,1,3
169,9828,1,3
169,11492,1,4
169,12837,1,3
169,14569,1,3
171,322,1,3
171,546,1,3
171,2173,1,4
171,2926,1,3
171,7895,1,4
171,8486,1,3
171,8587,1,3
171,8828,1,3
171,8990,1,3
171,9360,1,3
171,9621,1,4
171,9826,1,4
171,12373,1,3
171,13735,1,3
171,13910,1,3
171,14362,1,3
171,15184,1,4
172,873,1,4
172,1021,1,3
172,1054,1,6
172,1503,1,4
172,2117,1,3
172,4277,1,3
172,4451,1,4
172,4777,1,3
172,4946,1,3
172,5235,1,4
172,7516,1,3
172,10815,1,3
172,11900,1,3
172,12322,1,3
172,12532,1,5
172,13003,1,3
172,13149,1,3
172,13721,1,4
172,15849,1,4
186,4933,1,3
188,1168,1,3
188,3853,1,3
188,5430,1,3
190,8805,1,3
190,12032,1,3
192,1981,1,3
192,1997,1,3
192,6271,1,3
192,7429,1,3
192,9826,1,3
192,11570,1,3
192,13615,1,5
195,247,1,6
195,286,1,3
195,633,1,3
195,1014,1,5
195,1050,1,9
195,1284,1,6
195,1325,1,7
195,1572,1,7
195,1578,1,7
195,1712,1,4
195,2042,1,4
195,2253,1,6
195,2325,1,5
195,2344,1,7
195,2565,1,4
195,2737,1,3
195,3672,1,4
195,4003,1,4
195,4451,1,4
195,4965,1,5
195,5202,1,11
195,6658,1,7
195,8050,1,3
195,8439,1,4
195,8688,1,3
195,8972,1,3
195,9917,1,6
195,10364,1,4
195,10912,1,3
195,11461,1,8
195,11512,1,3
195,12694,1,7
195,12722,1,5
195,12743,1,3
195,12884,1,3
195,13026,1,3
195,13122,1,8
