0,1,2,113
0,2,8,259
0,3,3,119
0,5,8,140
0,6,5,86
0,7,5,145
0,9,4,107
0,10,2,95
0,11,15,115
0,13,6,156
0,15,1,59
0,16,1,46
0,19,3,61
0,20,3,116
0,21,2,90
0,22,4,113
0,24,6,107
0,25,2,54
0,26,2,32
0,27,2,168
0,28,2,38
0,29,7,87
0,30,4,94
0,34,2,74
0,35,1,80
0,38,2,40
0,39,1,27
0,40,5,100
0,41,6,159
0,42,4,96
0,43,1,69
0,44,1,56
0,45,2,37
0,46,2,53
0,47,5,73
0,48,1,55
0,49,5,85
0,50,1,63
0,51,3,40
0,52,1,75
0,54,3,53
0,55,2,62
0,56,3,95
0,58,2,54
0,59,2,54
0,60,4,41
0,62,2,66
0,65,6,110
0,66,8,95
0,68,2,45
0,71,1,12
0,72,1,50
0,73,3,79
0,74,1,19
0,75,1,43
0,76,12,76
0,77,1,33
0,78,4,49
0,80,1,75
0,84,3,70
0,86,3,51
0,90,1,7
0,92,1,54
0,93,1,41
0,95,7,108
0,96,2,40
0,97,1,28
0,99,1,8
1,2,1,142
1,5,2,58
1,6,1,56
1,7,2,118
1,8,3,117
1,10,5,103
1,11,4,106
1,12,1,74
1,13,5,163
1,20,1,74
1,24,4,84
1,27,1,138
1,29,1,66
1,33,2,86
1,41,1,135
1,42,1,83
1,44,4,82
1,45,1,44
1,47,1,54
1,50,2,80
1,51,1,33
1,57,1,163
1,58,2,52
1,60,2,58
1,61,2,45
1,65,1,58
1,68,1,48
1,72,1,80
1,73,2,56
1,79,1,57
1,86,1,34
1,95,1,50
2,3,2,159
2,5,14,126
2,6,1,80
2,7,9,240
2,8,1,128
2,9,5,159
2,10,1,86
2,11,11,148
2,12,1,79
2,13,7,181
2,15,4,100
2,19,1,93
2,20,4,106
2,21,5,101
2,22,5,147
2,23,2,109
2,24,1,92
2,25,7,95
2,26,1,44
2,27,3,214
2,29,3,93
2,33,10,231
2,34,1,80
2,38,1,42
2,40,2,69
2,41,9,282
2,42,5,143
2,43,1,99
2,44,1,82
2,45,3,51
2,46,2,65
2,47,6,79
2,48,2,72
2,49,5,112
